time.sec	time.min	input		F0.17	F0.37	F0.57	F0.77	F0.97	PS0.01	PS0.17	PS0.49	PS0.65	Vp0.0001	Vp0.03	Vp0.09	Vp0.12		F0.4	F0.8	F1.2	F1.6	F2.0	PS0.0	PS0.17	PS0.51	PS0.68	Vp0.0001	Vp0.04	Vp0.12	Vp0.16
0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.016666667	0.238926236		0.000676957	0.00147338	0.0022698	0.00306622	0.00386264	0.0022698	0.0022698	0.0022698	0.0022698	0.000994115	0.0022698	0.0022698	0.0022698		0.00159284	0.00318568	0.00477852	0.00637136	0.0079642	0.00477852	0.00477852	0.00477852	0.00477852	0.00118132	0.00477705	0.00477852	0.00477852
2	0.033333333	0.466227775		0.00199794	0.00434845	0.00669896	0.00904948	0.0113938	0.00669896	0.00669896	0.00669896	0.00669896	0.00291218	0.00668309	0.00669896	0.00669896		0.00470103	0.00940205	0.0141004	0.0187159	0.0229741	0.0141	0.0141002	0.0141006	0.0141007	0.00345471	0.0133686	0.0141031	0.0141031
3	0.05	0.688243103		0.00394796	0.00859261	0.0132367	0.0178412	0.0222341	0.0132365	0.0132366	0.0132367	0.0132368	0.00572461	0.0128797	0.0132373	0.0132373		0.00928931	0.0185765	0.0276462	0.0355043	0.0413574	0.0276048	0.0276265	0.0276642	0.0276807	0.00678168	0.023386	0.0278645	0.0278679
4	0.066666667	0.912633059		0.00653375	0.0142205	0.0218722	0.0291545	0.0354406	0.0218595	0.0218663	0.0218771	0.0218814	0.00943361	0.0202895	0.0219073	0.0219073		0.0153735	0.0306658	0.0443835	0.0543176	0.0610288	0.0439855	0.0441958	0.0445512	0.0447011	0.0111617	0.0345192	0.0459894	0.0461152
5	0.083333333	1.174323079		0.00986099	0.0214597	0.0328155	0.0427944	0.0505778	0.0327116	0.0327683	0.0328547	0.0328874	0.0141863	0.0290155	0.0330574	0.0330633		0.0232023	0.0458801	0.063779	0.0753423	0.0831018	0.0622997	0.0630867	0.064389	0.0649273	0.0167662	0.0474446	0.0687496	0.0695114
6	0.1	1.499875456		0.0141107	0.0306881	0.0464072	0.0591004	0.0684649	0.0459798	0.0462156	0.0465632	0.0466906	0.0202371	0.0395911	0.0472593	0.0473115		0.0331998	0.06454	0.0864773	0.100254	0.109666	0.0829413	0.084832	0.0879122	0.0891663	0.0238935	0.0633305	0.0965263	0.0990728
7	0.116666667	1.891515451		0.01947	0.0422724	0.0628808	0.0785501	0.0900683	0.0616325	0.0623275	0.0633229	0.0636773	0.0278458	0.0526171	0.0650482	0.065267		0.0457943	0.0870642	0.113551	0.130385	0.141996	0.106905	0.110472	0.116216	0.11853	0.0328473	0.0829614	0.129844	0.135615
8	0.133333333	2.33481085		0.0260853	0.056448	0.0825533	0.101754	0.115954	0.0798281	0.0813558	0.0834961	0.0842419	0.0372101	0.0683776	0.0867442	0.0873818		0.0613	0.113642	0.145803	0.166457	0.180537	0.134933	0.140785	0.150121	0.153849	0.0438561	0.106418	0.168875	0.179363
9	0.15	2.807514938		0.0340398	0.0732944	0.105538	0.128836	0.146025	0.100548	0.103361	0.107234	0.108561	0.0484338	0.0868136	0.112399	0.113862		0.0798543	0.144527	0.183316	0.207821	0.224601	0.166999	0.175806	0.189747	0.195276	0.0570367	0.13331	0.213946	0.230173
10	0.166666667	3.286106327		0.0433502	0.0927354	0.13171	0.159508	0.1797	0.123561	0.128173	0.134442	0.136565	0.0615232	0.107719	0.141839	0.144659		0.101426	0.179603	0.225255	0.25363	0.272389	0.201984	0.214572	0.234365	0.242169	0.0723898	0.16305	0.264868	0.28771
11	0.183333333	3.749777971		0.0539727	0.1146	0.160808	0.193181	0.216109	0.148533	0.155502	0.164878	0.168027	0.0763995	0.130624	0.174731	0.179492		0.125822	0.218188	0.27049	0.302062	0.322736	0.238524	0.255849	0.282929	0.293553	0.0898148	0.194818	0.320512	0.351258
12	0.2	4.182395335		0.0658176	0.138615	0.192114	0.228704	0.254274	0.174495	0.184524	0.19791	0.202375	0.0929182	0.155004	0.210639	0.217892		0.152741	0.259617	0.317774	0.351872	0.373898	0.275198	0.298315	0.334251	0.348284	0.109134	0.227927	0.379853	0.419603
13	0.216666667	4.573054853		0.0787629	0.164297	0.225102	0.26554	0.293324	0.20083	0.214675	0.233032	0.239121	0.110892	0.180515	0.248992	0.259294		0.181721	0.302742	0.36559	0.401683	0.424918	0.310252	0.340351	0.386891	0.404982	0.13012	0.26169	0.441037	0.491024
14	0.233333333	4.915783818		0.0926681	0.191349	0.259013	0.302737	0.332423	0.226567	0.245112	0.269548	0.277614	0.13011	0.206718	0.288781	0.302939		0.212401	0.346458	0.413067	0.450746	0.474493	0.342857	0.381112	0.439947	0.462714	0.152519	0.295592	0.502317	0.564024
15	0.25	5.208786389		0.107386	0.219438	0.293252	0.339853	0.370727	0.25101	0.275198	0.306886	0.317299	0.150358	0.233169	0.32961	0.348115		0.244436	0.390094	0.459623	0.498073	0.522172	0.372587	0.420095	0.492763	0.520754	0.176071	0.329299	0.562658	0.637172
16	0.266666667	5.453512236		0.122772	0.247936	0.327312	0.376056	0.408208	0.273627	0.304421	0.344543	0.357671	0.171427	0.259749	0.370901	0.394655		0.277026	0.432863	0.50414	0.543342	0.567751	0.398271	0.456164	0.544227	0.577988	0.200527	0.362463	0.620905	0.70861
17	0.283333333	5.653721618		0.138689	0.276611	0.360622	0.411306	0.444363	0.293747	0.332174	0.381969	0.398195	0.193129	0.286219	0.411641	0.440966		0.310183	0.474157	0.546817	0.586186	0.610782	0.42049	0.4897	0.594375	0.634312	0.225659	0.39492	0.676061	0.777413
18	0.3	5.814645059		0.155016	0.305174	0.393136	0.445366	0.479253	0.311533	0.358503	0.419042	0.438689	0.215297	0.312419	0.451691	0.487371		0.343238	0.513877	0.587362	0.626834	0.651475	0.43912	0.520492	0.64284	0.689288	0.251269	0.42666	0.728131	0.842676
19	0.316666667	5.942283829		0.171645	0.333277	0.424617	0.478171	0.512775	0.326837	0.383215	0.455494	0.47886	0.237789	0.33833	0.49038	0.53282		0.376002	0.551704	0.625674	0.665355	0.689984	0.454264	0.548541	0.68943	0.742643	0.277188	0.45762	0.77663	0.903686
20	0.333333333	5.946404284		0.188209	0.360279	0.454183	0.508541	0.543428	0.338983	0.405517	0.490367	0.517692	0.260091	0.36299	0.52687	0.576329		0.40753	0.58656	0.660156	0.699297	0.723328	0.464637	0.572392	0.732423	0.792551	0.302804	0.485891	0.820093	0.958613
21	0.35	5.673084919		0.203908	0.384369	0.479417	0.53326	0.567255	0.345736	0.423074	0.521186	0.552663	0.281056	0.383974	0.5584	0.614833		0.435977	0.615045	0.685896	0.722126	0.743431	0.465545	0.58724	0.766814	0.83392	0.326759	0.506789	0.853505	1.00209
22	0.366666667	5.432220715		0.218822	0.405951	0.500809	0.55319	0.585332	0.347721	0.436436	0.548391	0.584179	0.300847	0.401904	0.585507	0.64905		0.461403	0.637896	0.704096	0.736156	0.754251	0.458372	0.594371	0.793729	0.867815	0.349254	0.523007	0.878033	1.03553
23	0.383333333	5.20264827		0.232948	0.425114	0.518645	0.568785	0.598881	0.345376	0.445957	0.572217	0.612435	0.31952	0.417612	0.608389	0.678407		0.484209	0.655681	0.716249	0.74467	0.761379	0.444977	0.595449	0.814516	0.895458	0.370359	0.537687	0.894615	1.05994
24	0.4	4.981387347		0.246311	0.44202	0.533373	0.581142	0.609764	0.339413	0.452198	0.593026	0.637724	0.337117	0.432031	0.62743	0.703822		0.504214	0.669103	0.724465	0.751297	0.767474	0.428023	0.592842	0.831062	0.918541	0.390132	0.551237	0.904446	1.07608
25	0.416666667	4.768510142		0.258965	0.456835	0.54554	0.591434	0.619357	0.330675	0.455833	0.611266	0.660422	0.353684	0.445458	0.642896	0.724799		0.521722	0.67903	0.730921	0.756939	0.772844	0.410393	0.589051	0.845265	0.938728	0.408629	0.56376	0.908981	1.08461
26	0.433333333	4.564834121		0.270761	0.469685	0.555822	0.600505	0.628101	0.320232	0.457711	0.627484	0.680975	0.369267	0.458039	0.65527	0.7422		0.536839	0.686512	0.736331	0.761829	0.777346	0.393017	0.584882	0.857778	0.956628	0.425911	0.575323	0.909968	1.08701
27	0.45	4.371237126		0.281974	0.480882	0.564755	0.608711	0.636068	0.308969	0.458516	0.642105	0.699725	0.383916	0.469808	0.664883	0.756057		0.549773	0.692611	0.741039	0.76597	0.781277	0.37633	0.580716	0.86892	0.972544	0.442041	0.585945	0.90922	1.0849
28	0.466666667	4.188417907		0.292381	0.490719	0.572761	0.616312	0.643394	0.297595	0.458788	0.65547	0.716955	0.397684	0.480803	0.672177	0.766593		0.560784	0.697742	0.745157	0.769659	0.784649	0.360379	0.576628	0.87884	0.986668	0.457088	0.595778	0.907481	1.07971
29	0.483333333	4.016820979		0.302119	0.499311	0.580167	0.623294	0.650148	0.286631	0.45893	0.66785	0.732902	0.410625	0.491141	0.677981	0.774448		0.570048	0.702188	0.748834	0.772923	0.787673	0.345279	0.572749	0.887713	0.999197	0.471115	0.604898	0.905181	1.07257
30	0.5	3.856631349		0.311337	0.507092	0.587012	0.629858	0.656478	0.276086	0.458966	0.679306	0.74764	0.422792	0.500871	0.682507	0.779895		0.577899	0.706187	0.752083	0.775863	0.790352	0.330958	0.569046	0.895597	1.01023	0.484196	0.613363	0.902713	1.06473
31	0.516666667	3.707800096		0.319819	0.514171	0.593435	0.635939	0.662423	0.26613	0.459044	0.689971	0.761302	0.434238	0.510018	0.686312	0.783539		0.584611	0.709874	0.755038	0.778479	0.792787	0.317501	0.565629	0.902652	1.01997	0.496393	0.621273	0.900277	1.05659
32	0.533333333	3.570082456		0.327747	0.520759	0.599471	0.641755	0.668042	0.256738	0.459168	0.699904	0.773969	0.445018	0.518675	0.689586	0.785788		0.590473	0.713243	0.757892	0.780989	0.795152	0.305072	0.562671	0.909094	1.02863	0.507776	0.628667	0.897821	1.04863
33	0.55	3.443079129		0.335245	0.526928	0.605204	0.64725	0.673369	0.247958	0.459407	0.709207	0.785752	0.45518	0.52688	0.692559	0.786923		0.595603	0.716446	0.760548	0.783378	0.797364	0.293457	0.56002	0.914879	1.03624	0.518399	0.635612	0.895559	1.04096
34	0.566666667	3.326275966		0.342237	0.532783	0.610692	0.652481	0.678504	0.239823	0.459806	0.717946	0.796726	0.464772	0.534661	0.695333	0.787649		0.600329	0.719495	0.76309	0.785725	0.79951	0.282683	0.557729	0.92012	1.04293	0.528326	0.642154	0.893517	1.03376
35	0.583333333	3.219079661		0.348713	0.538372	0.615946	0.657568	0.683405	0.232256	0.460336	0.726166	0.80696	0.473839	0.542075	0.697913	0.787841		0.604623	0.72244	0.76564	0.787993	0.801657	0.272847	0.555906	0.924957	1.04886	0.537606	0.648328	0.891695	1.02702
36	0.6	3.120848394		0.354879	0.543726	0.621037	0.662462	0.688202	0.225317	0.461061	0.733943	0.816538	0.48242	0.549138	0.700532	0.787962		0.608673	0.725331	0.768095	0.790215	0.803757	0.263722	0.554388	0.929345	1.05404	0.5463	0.654172	0.890191	1.02075
37	0.616666667	3.0309172		0.360721	0.548905	0.625959	0.667243	0.692827	0.218932	0.461943	0.741297	0.825496	0.490555	0.555893	0.703127	0.788012		0.612561	0.728134	0.770507	0.792458	0.805866	0.255316	0.553203	0.933356	1.05855	0.554449	0.65973	0.888891	1.0151
38	0.633333333	2.948618262		0.366211	0.553916	0.630754	0.671831	0.697321	0.213104	0.463009	0.748282	0.833902	0.49828	0.562366	0.705773	0.788075		0.616284	0.7309	0.772965	0.794686	0.807943	0.247693	0.552428	0.937096	1.06253	0.5621	0.664989	0.887835	1.01012
39	0.65	2.873296592		0.371441	0.558822	0.635414	0.676345	0.70171	0.207754	0.464216	0.754917	0.841793	0.505626	0.568571	0.708403	0.78832		0.619927	0.733673	0.775359	0.796908	0.810053	0.24064	0.551901	0.9405	1.06595	0.569292	0.670008	0.887111	1.00567
40	0.666666667	2.804321679		0.376482	0.56359	0.639975	0.680738	0.705975	0.202887	0.465589	0.76125	0.849223	0.512622	0.574525	0.711046	0.788638		0.623456	0.736411	0.777758	0.79911	0.812143	0.234201	0.551679	0.943654	1.0689	0.576062	0.674801	0.886615	1.00166
41	0.683333333	2.741095692		0.381327	0.568231	0.644448	0.685035	0.710152	0.198488	0.467124	0.7673	0.856224	0.519296	0.580265	0.71379	0.789223		0.62696	0.739147	0.780184	0.801323	0.814192	0.228359	0.551764	0.946595	1.07145	0.58244	0.679357	0.886374	0.998268
42	0.7	2.683058858		0.385977	0.572798	0.648801	0.689237	0.714238	0.194443	0.468754	0.773065	0.862813	0.525671	0.585789	0.716584	0.789979		0.630399	0.74186	0.782545	0.803504	0.816273	0.222941	0.552024	0.949269	1.07356	0.588461	0.683714	0.886335	0.995349
43	0.716666667	2.629692532		0.390478	0.577275	0.653069	0.693328	0.718212	0.190767	0.470505	0.778587	0.869036	0.53177	0.591102	0.719366	0.790852		0.633778	0.744547	0.784894	0.805663	0.818296	0.21799	0.552506	0.951736	1.07532	0.594148	0.687887	0.886473	0.992802
44	0.733333333	2.580520472		0.394887	0.581647	0.657234	0.69735	0.72209	0.187402	0.472339	0.783863	0.874905	0.53761	0.596243	0.722216	0.791958		0.637153	0.747221	0.78722	0.807775	0.820302	0.21345	0.553177	0.954007	1.07675	0.599527	0.691862	0.886797	0.990642
45	0.75	2.535108726		0.399198	0.58595	0.661313	0.701251	0.725878	0.184345	0.474266	0.788917	0.880447	0.543212	0.601203	0.725118	0.79317		0.640468	0.749848	0.789508	0.809869	0.822255	0.209266	0.554003	0.956086	1.07786	0.604621	0.695668	0.88725	0.988871
46	0.766666667	2.4930645		0.403409	0.590177	0.665322	0.705076	0.729565	0.181589	0.476291	0.793773	0.885692	0.54859	0.605989	0.728014	0.794663		0.643763	0.752427	0.791748	0.811927	0.824175	0.205403	0.55496	0.957974	1.07868	0.609451	0.699313	0.887784	0.98738
47	0.783333333	2.454034294		0.407527	0.594311	0.669239	0.708806	0.733163	0.179068	0.478371	0.798424	0.890648	0.553759	0.610624	0.730936	0.796166		0.647021	0.754982	0.793951	0.813928	0.826045	0.201845	0.556046	0.959694	1.07924	0.614029	0.702787	0.888449	0.986175
48	0.8	2.417701556		0.411562	0.598384	0.673066	0.712449	0.736664	0.176763	0.480501	0.802881	0.89533	0.558732	0.615105	0.733864	0.797879		0.650247	0.757482	0.796097	0.815856	0.827845	0.198543	0.557227	0.961242	1.07954	0.618372	0.706115	0.889171	0.985181
49	0.816666667	2.383784037		0.415542	0.602365	0.676795	0.715994	0.740066	0.174627	0.482653	0.807147	0.899749	0.563523	0.619438	0.736746	0.799677		0.653405	0.759931	0.798191	0.817739	0.8296	0.195482	0.558497	0.962629	1.07961	0.6225	0.709296	0.889956	0.984379
50	0.833333333	2.352031007		0.419459	0.606271	0.680444	0.719437	0.743368	0.172681	0.484847	0.811242	0.903929	0.568136	0.623636	0.739656	0.801498		0.656547	0.76232	0.800209	0.819557	0.831291	0.192614	0.559821	0.963848	1.07944	0.626422	0.712333	0.890782	0.983804
51	0.85	2.322220429		0.423313	0.610105	0.684003	0.722794	0.746582	0.170892	0.487064	0.815164	0.907872	0.572586	0.627698	0.742541	0.803484		0.659626	0.764648	0.802176	0.821318	0.832901	0.189953	0.561216	0.964926	1.07908	0.630152	0.715234	0.891634	0.983348
52	0.866666667	2.294156195		0.427115	0.613862	0.687478	0.726057	0.749694	0.169248	0.489299	0.818925	0.911595	0.576879	0.631631	0.745404	0.805457		0.662657	0.766917	0.804061	0.822997	0.83445	0.187442	0.562641	0.965844	1.0785	0.633699	0.718005	0.892503	0.983001
53	0.883333333	2.267665463		0.430851	0.617544	0.690869	0.729239	0.752722	0.167734	0.491548	0.822531	0.915108	0.581026	0.635445	0.748216	0.807504		0.665636	0.769118	0.805887	0.824605	0.835924	0.185097	0.564113	0.96663	1.07776	0.637076	0.720647	0.893382	0.982722
54	0.9	2.242596156		0.434545	0.621137	0.694169	0.732315	0.755646	0.166323	0.493793	0.82598	0.918416	0.585032	0.639136	0.750986	0.809592		0.668552	0.771236	0.807647	0.826145	0.837332	0.182895	0.565618	0.967282	1.07684	0.640285	0.723169	0.894227	0.982562
55	0.916666667	2.218814621		0.438182	0.624666	0.697385	0.735309	0.75848	0.165021	0.496041	0.829283	0.92153	0.588904	0.642713	0.753733	0.811667		0.671422	0.773297	0.809321	0.827613	0.838656	0.180799	0.567127	0.967791	1.07574	0.643346	0.72557	0.895076	0.982447
56	0.933333333	2.196203495		0.441767	0.628115	0.700511	0.738212	0.761222	0.163798	0.498275	0.832439	0.924456	0.592648	0.646183	0.75642	0.813781		0.674218	0.775283	0.810921	0.829	0.839907	0.178816	0.568649	0.968173	1.07449	0.646253	0.727857	0.895898	0.982366
57	0.95	2.174659744		0.445308	0.631486	0.703557	0.741025	0.763874	0.162661	0.500504	0.835461	0.927207	0.596268	0.649542	0.759048	0.815854		0.676966	0.7772	0.812461	0.830314	0.841095	0.17695	0.570194	0.968441	1.07311	0.649024	0.730036	0.896698	0.982327
58	0.966666667	2.15409291		0.448796	0.634783	0.70652	0.743749	0.76644	0.161602	0.502722	0.838349	0.929785	0.599771	0.652797	0.761637	0.817955		0.679636	0.779044	0.813911	0.831562	0.842196	0.175155	0.571723	0.968578	1.07157	0.651657	0.732104	0.897468	0.982321
59	0.983333333	2.134423528		0.452235	0.638011	0.709398	0.746391	0.768916	0.160603	0.504921	0.841105	0.932198	0.60316	0.655956	0.764173	0.820022		0.682253	0.780815	0.815293	0.832729	0.843228	0.17345	0.573257	0.968605	1.06991	0.654163	0.73407	0.898199	0.982313
60	1	2.115581722		0.455628	0.641161	0.712199	0.748955	0.771308	0.159671	0.507106	0.843739	0.934453	0.606442	0.659015	0.766641	0.822091		0.6848	0.782512	0.816609	0.833827	0.844189	0.171832	0.574794	0.968528	1.06813	0.656543	0.735939	0.898887	0.982308
61	1.016666667	2.097505961		0.458973	0.644241	0.714917	0.751426	0.773614	0.15879	0.509269	0.846248	0.936554	0.609619	0.66198	0.769061	0.824097		0.687285	0.784144	0.817846	0.834845	0.84508	0.170272	0.576313	0.968338	1.06623	0.658814	0.737708	0.899546	0.982287
62	1.033333333	2.080141963		0.46227	0.647248	0.717558	0.753822	0.775838	0.157959	0.511411	0.84864	0.938509	0.612695	0.664855	0.771419	0.826104		0.6897	0.785696	0.819019	0.835804	0.845899	0.168789	0.577832	0.968054	1.06423	0.66097	0.739384	0.900148	0.982271
63	1.05	2.063441735		0.46552	0.650186	0.720124	0.756137	0.777987	0.157176	0.513532	0.85092	0.940325	0.615674	0.667642	0.773706	0.828065		0.692059	0.787181	0.820121	0.836693	0.846647	0.167362	0.579337	0.967671	1.06212	0.663019	0.740975	0.900706	0.982251
64	1.066666667	2.047362729		0.468725	0.653057	0.722617	0.75838	0.780056	0.156441	0.515635	0.853091	0.942005	0.618562	0.670343	0.775948	0.829987		0.694349	0.788599	0.821147	0.837514	0.847337	0.16598	0.580819	0.96719	1.05991	0.664963	0.742472	0.901224	0.982207
65	1.083333333	2.031867114		0.471886	0.655861	0.725036	0.760544	0.782048	0.155743	0.517712	0.855154	0.943554	0.621352	0.672961	0.778132	0.831882		0.696573	0.789951	0.822114	0.838262	0.847958	0.164659	0.582294	0.966624	1.05762	0.666813	0.743889	0.901696	0.982138
66	1.1	2.016921138		0.474998	0.658597	0.727381	0.762634	0.783964	0.155076	0.519761	0.857113	0.944977	0.624054	0.675499	0.780254	0.833727		0.698741	0.79124	0.823019	0.838954	0.84851	0.163392	0.583757	0.965977	1.05525	0.668569	0.745227	0.902128	0.982051
67	1.116666667	2.002494582		0.478067	0.661267	0.729657	0.764657	0.78581	0.154444	0.521787	0.858973	0.94628	0.626673	0.67796	0.782314	0.835529		0.700839	0.792462	0.823856	0.839583	0.84901	0.162162	0.585198	0.965244	1.05279	0.670236	0.746483	0.902512	0.981942
68	1.133333333	1.988560281		0.481095	0.663878	0.731864	0.766605	0.787588	0.153844	0.523789	0.860735	0.947464	0.629211	0.680345	0.784317	0.83729		0.702883	0.793621	0.824633	0.840153	0.849446	0.160979	0.586623	0.964436	1.05027	0.67181	0.747665	0.90285	0.981815
69	1.15	1.975093716		0.484078	0.666426	0.734011	0.768491	0.789297	0.153284	0.525773	0.862408	0.94854	0.631669	0.682656	0.78627	0.83901		0.704863	0.794725	0.825353	0.840662	0.849828	0.159838	0.588034	0.963556	1.04767	0.673295	0.748775	0.903153	0.981647
70	1.166666667	1.962072663		0.487016	0.668911	0.736091	0.770307	0.790941	0.152749	0.527731	0.863989	0.949508	0.63405	0.684897	0.788161	0.840683		0.706784	0.795765	0.826017	0.841117	0.850149	0.15874	0.589429	0.962608	1.04502	0.674703	0.749813	0.903408	0.981466
71	1.183333333	1.949476891		0.489914	0.671339	0.738108	0.772064	0.792516	0.152239	0.529662	0.865484	0.950372	0.63636	0.68707	0.789994	0.842314		0.708649	0.796746	0.82662	0.841517	0.850423	0.15767	0.5908	0.96159	1.04231	0.676037	0.750785	0.903615	0.98126
72	1.2	1.937287898		0.492774	0.67371	0.740063	0.773757	0.794034	0.151752	0.53157	0.866893	0.951136	0.638598	0.689174	0.79178	0.843899		0.710458	0.797673	0.82717	0.841866	0.850644	0.156636	0.592155	0.960509	1.03954	0.677292	0.751691	0.903785	0.981018
73	1.216666667	1.925488694		0.495588	0.676024	0.741957	0.775389	0.795489	0.151288	0.533451	0.86822	0.951803	0.640764	0.691214	0.793515	0.845445		0.712213	0.798546	0.827672	0.84216	0.850811	0.155641	0.593496	0.959372	1.03673	0.678473	0.752534	0.903913	0.980753
74	1.233333333	1.914063608		0.498364	0.678282	0.743796	0.776962	0.796887	0.150848	0.535311	0.86947	0.95238	0.642863	0.693192	0.795193	0.846937		0.71391	0.799368	0.82812	0.842409	0.850935	0.154675	0.594816	0.958177	1.03387	0.67958	0.753317	0.904006	0.980461
75	1.25	1.902998122		0.501103	0.680487	0.745579	0.778477	0.798229	0.150436	0.537151	0.870644	0.952868	0.644897	0.695108	0.796827	0.848398		0.715559	0.80014	0.828522	0.842612	0.851012	0.153741	0.59612	0.956931	1.03097	0.680622	0.754041	0.904064	0.980147
76	1.266666667	1.892278738		0.503805	0.682641	0.747308	0.779944	0.799513	0.150043	0.538968	0.871746	0.953271	0.64687	0.696966	0.798408	0.849812		0.717155	0.800859	0.828879	0.842768	0.851044	0.15284	0.597409	0.955635	1.02804	0.681602	0.754709	0.904079	0.979817
77	1.283333333	1.88189285		0.506465	0.684744	0.748982	0.781351	0.800744	0.149668	0.54076	0.872776	0.953593	0.64878	0.698766	0.799937	0.851194		0.718701	0.801535	0.829184	0.842881	0.851033	0.151957	0.598674	0.954287	1.02506	0.682513	0.755323	0.904064	0.979454
78	1.3	1.87182865		0.509089	0.686798	0.750605	0.782708	0.801927	0.149313	0.542531	0.873737	0.953835	0.650633	0.700509	0.801427	0.852519		0.720196	0.802164	0.829453	0.842949	0.850983	0.151112	0.599929	0.9529	1.02207	0.683363	0.755884	0.904018	0.979062
79	1.316666667	1.862075032		0.511681	0.688802	0.752178	0.784016	0.803058	0.148977	0.54428	0.874633	0.954003	0.652426	0.7022	0.802871	0.853821		0.721648	0.802746	0.829678	0.842981	0.850895	0.150291	0.601166	0.951471	1.01905	0.68416	0.756395	0.903934	0.978657
80	1.333333333	1.852621522		0.514234	0.690759	0.753702	0.785275	0.804142	0.148657	0.546007	0.875464	0.954098	0.654164	0.703838	0.804269	0.855074		0.723052	0.803288	0.829859	0.842975	0.850767	0.149489	0.602382	0.949998	1.016	0.684904	0.75686	0.90382	0.978224
81	1.35	1.84345821		0.516753	0.692672	0.755181	0.786487	0.805177	0.148358	0.547715	0.876236	0.954125	0.65585	0.705425	0.805622	0.856293		0.724411	0.803787	0.830005	0.842932	0.850603	0.148717	0.603586	0.948493	1.01293	0.685591	0.757276	0.903674	0.977773
82	1.366666667	1.834575697		0.519237	0.69454	0.756613	0.787651	0.806167	0.148074	0.549402	0.876948	0.954085	0.657482	0.706963	0.806936	0.857475		0.725727	0.804247	0.830117	0.842848	0.850408	0.147973	0.604778	0.946956	1.00985	0.686231	0.757648	0.9035	0.977302
83	1.383333333	1.825965043		0.521689	0.696363	0.758001	0.788776	0.807115	0.147808	0.551071	0.877603	0.953981	0.659066	0.708453	0.808212	0.858625		0.727	0.804671	0.830188	0.842737	0.850177	0.147243	0.605946	0.945382	1.00675	0.686811	0.757979	0.903304	0.976819
84	1.4	1.817617728		0.524111	0.698145	0.759345	0.789855	0.808021	0.147555	0.552718	0.878203	0.953816	0.660598	0.709896	0.809445	0.85973		0.728233	0.805055	0.830228	0.842591	0.849917	0.146542	0.607105	0.943782	1.00364	0.687344	0.758266	0.903076	0.976312
85	1.416666667	1.809525614		0.526496	0.699887	0.760647	0.790893	0.808886	0.147317	0.554345	0.87875	0.953592	0.662079	0.711295	0.810638	0.860811		0.729426	0.805405	0.830234	0.842415	0.849626	0.145859	0.608246	0.942153	1.00052	0.687836	0.758514	0.902822	0.975783
86	1.433333333	1.801680917		0.528851	0.701587	0.761911	0.791889	0.80971	0.147096	0.555957	0.879246	0.953314	0.663517	0.71265	0.811798	0.861851		0.730579	0.805721	0.830208	0.842207	0.849308	0.145197	0.609373	0.940499	0.997396	0.68828	0.758726	0.90255	0.97524
87	1.45	1.794076172		0.531178	0.703248	0.763134	0.792849	0.810496	0.146889	0.557549	0.879694	0.952981	0.664911	0.713962	0.812922	0.862865		0.731695	0.806001	0.830154	0.841973	0.848962	0.144557	0.610487	0.938823	0.994268	0.688684	0.758899	0.90225	0.974683
88	1.466666667	1.786704217		0.533473	0.704872	0.76432	0.793771	0.811245	0.146695	0.559123	0.880094	0.952599	0.666258	0.715234	0.814009	0.863846		0.732775	0.806252	0.83007	0.841712	0.848589	0.143935	0.611586	0.937124	0.991136	0.689045	0.759038	0.901927	0.974108
89	1.483333333	1.779558167		0.535738	0.706459	0.765467	0.794656	0.811961	0.146513	0.560679	0.880448	0.952166	0.667561	0.716466	0.815064	0.864793		0.73382	0.806471	0.829959	0.841424	0.848195	0.143333	0.612672	0.935407	0.988006	0.689368	0.759144	0.901584	0.973526
90	1.5	1.772631396		0.537977	0.70801	0.766578	0.795507	0.81264	0.146343	0.562216	0.880758	0.951686	0.668828	0.717659	0.816085	0.865718		0.734828	0.806661	0.829821	0.841111	0.847775	0.142749	0.613744	0.933672	0.984877	0.689654	0.759217	0.90122	0.972924
91	1.516666667	1.76591752		0.540184	0.709526	0.767655	0.796322	0.813288	0.146186	0.563738	0.881025	0.951162	0.670053	0.718816	0.817072	0.866605		0.735805	0.806825	0.829659	0.840777	0.847333	0.142184	0.614804	0.931922	0.981754	0.689898	0.75926	0.900842	0.972312
92	1.533333333	1.759410383		0.542365	0.711007	0.768699	0.797107	0.8139	0.146044	0.565244	0.881253	0.950597	0.671238	0.719936	0.818032	0.867471		0.736748	0.80696	0.829472	0.840422	0.846872	0.141635	0.61585	0.930157	0.978635	0.690114	0.759272	0.900444	0.97169
93	1.55	1.753104044		0.544523	0.712456	0.769711	0.797857	0.814484	0.145914	0.566735	0.881443	0.949991	0.672388	0.72102	0.81896	0.868306		0.737661	0.807069	0.829261	0.840043	0.846389	0.141101	0.616882	0.928378	0.975523	0.690293	0.759257	0.900026	0.971055
94	1.566666667	1.746992762		0.546649	0.713873	0.770689	0.798579	0.815039	0.145791	0.568208	0.881593	0.949345	0.673502	0.722071	0.819859	0.869121		0.738543	0.807155	0.82903	0.839645	0.845889	0.140587	0.617905	0.926589	0.972421	0.690444	0.759215	0.899596	0.970406
